icao,callsign,lat,lon,alt,gs,trk,vr
A00060,FAKE,40.43698735055378,-81.1705972309724,32812,230.63255330106048,331.3482315924177,2981
A00322,FAKE,40.61709065459998,-78.8194726111589,35850,227.99138096104923,266.15711547746446,2757
A01099,FAKE,39.206196126267805,-80.44170974829548,35659,522.2890743667797,162.48402557092794,-551
A00454,FAKE,41.07926458926113,-80.11272905410401,38234,224.8857782634305,106.79086852823093,963
A00397,FAKE,40.01612705421635,-79.9164569073323,24242,569.124413417019,195.98007832902226,-2299
A01128,FAKE,38.84965197735852,-78.06432158614116,33916,106.83169301770702,82.46931218659871,119
A01087,FAKE,39.99449964839997,-79.30993791074191,38743,410.17957589550355,113.51865307044822,-1956
A00691,FAKE,39.50640863200989,-80.07806412204961,27770,180.71183237925084,302.0373126557315,-2684
A00742,FAKE,40.19062535084272,-79.66201144025295,29330,477.5726266666514,45.64302406256372,-2461
A00217,FAKE,40.083240421787096,-80.46968557934491,29127,356.6016276685043,173.32043068018285,-1360
A00385,FAKE,40.27741180104886,-79.69568692152558,36062,500.8119175598257,85.33383516003735,-790
A00058,FAKE,41.19556723553597,-80.03532142597011,24274,342.44685255860895,83.97380172461793,1033
A00412,FAKE,40.24068710468742,-79.17052260572297,35144,495.53882227740786,134.5976521919441,2831
A00748,FAKE,40.17175099522794,-79.19770933507456,30632,307.340426664636,47.17080699710137,320
A01140,FAKE,39.79181068771972,-81.27447787048244,34116,194.20464919404253,275.7352171673608,196
A01045,FAKE,40.34847983983396,-78.32397445296223,35206,562.2022267942341,351.9709882677965,2328
A00532,FAKE,40.48399749867087,-80.04168232242955,39176,387.30181146685555,309.68691298946857,932
A00547,FAKE,39.56086634173349,-79.19921630646466,33081,533.0242777495191,335.00966705434104,913
A00048,FAKE,41.583490036975086,-79.94691915237732,39575,501.1475593276626,145.9754634297934,2404
A01186,FAKE,40.56488239256689,-78.80093170796712,40245,428.5948652205495,173.50024194845966,-131
A01143,FAKE,40.32382074046223,-79.6943382648897,31622,131.7668985371462,296.9705548739751,289
A00396,FAKE,40.4520019731787,-79.17454788068756,38553,439.42734477226537,136.8200932277896,-1746
A00405,FAKE,40.671253918922694,-80.69946580705174,20353,435.05545164932346,99.57843985701155,1193
A00830,FAKE,39.881627412516394,-79.80796677498768,40909,443.4228630483155,90.84620377451235,-1488
A00780,FAKE,39.54164359872024,-79.00280928018744,38790,420.31686711819947,341.0349810100156,-1490
A01112,FAKE,38.9078932378556,-81.28970903321895,37513,491.67036716754455,164.58035135199574,1371
A00393,FAKE,40.24122101950384,-80.62896139040099,39266,346.5116748760868,306.9195776283301,2784
A00629,FAKE,40.75172866673164,-79.96078946458829,21938,491.49022123385953,215.29933651151532,214
A00794,FAKE,39.423433282873766,-79.60571069706049,36312,330.3212779892913,242.4486847170876,224
A01015,FAKE,40.265929687338506,-79.77413344200632,31891,119.77334516493212,194.15282279072824,254
A00603,FAKE,40.93364183557358,-78.42762195152443,34479,186.4667630553784,297.2999749643742,1620
A00584,FAKE,40.89833292171433,-79.88135350485798,35614,335.41448335916283,1.5199940572993433,-18
A00340,FAKE,40.46618000278552,-79.1155615359616,34588,294.1319019769984,264.35883788059886,-1840
A00166,FAKE,40.264241767069564,-79.45852114215393,40785,513.7148641963536,142.76013352259295,-459
A00284,FAKE,40.493272719367994,-79.13812552076129,33210,148.41157661265527,204.2681590897406,2367
A00061,FAKE,41.777296696000064,-80.13570561118905,30631,257.094681621262,170.1349566902838,-2681
A00059,FAKE,41.900566004141645,-79.3549382787927,24958,348.5832633036064,27.025618638819587,-1402
A00855,FAKE,40.14335487359107,-78.28755377156016,31913,404.4735513428479,189.2634392646705,-1767
A01086,FAKE,38.8800253790562,-80.45434119252155,23566,491.9893600261325,155.8185880058478,486
A00877,FAKE,39.33411691072888,-79.70378499987959,22453,257.2933180574577,315.1220290154501,1192
A01107,FAKE,40.35465108998802,-79.76888375009369,35012,250.17585493664376,138.29628302247542,2765
A00601,FAKE,39.601472217096244,-80.92713165751066,36635,543.6078927244716,350.8577184418024,2864
A00223,FAKE,40.54644843636997,-79.37782849105862,39170,237.08762834676074,79.96885387316864,2777
A00239,FAKE,40.311211452632506,-80.1692749646562,23888,298.1311677692855,227.02614099137625,2904
A00714,FAKE,41.033896317116884,-78.60639806272562,27704,341.9337069194818,92.02330318145032,1929
A00035,FAKE,40.63711822590963,-79.39613124104429,39202,327.14426771736305,275.3972566063782,0
A00638,FAKE,40.39360778172427,-80.59567488936032,25112,151.8009400407532,344.1096323704874,1609
A01181,FAKE,39.83964142320658,-81.07817100659588,34070,360.61137823176415,226.27576988184612,2918
A00237,FAKE,41.65271539643357,-79.38375587442917,25459,206.1657767977244,150.43082605258022,1563
A00368,FAKE,40.18982167638515,-79.24487877157534,27308,387.5639571883023,99.78600094474746,-1222
A00060,FAKE,40.209695419753444,-80.96865599937537,20739,511.3232372588784,50.59001599357828,1018
A00322,FAKE,40.56553375604113,-78.6098708996442,31342,352.5869641346652,327.5786172641937,-1378
A01099,FAKE,40.6063352477197,-80.28973147612587,34513,574.8727997813867,348.0702810547484,-2852
A00454,FAKE,40.53162359810752,-80.02900137617041,33898,326.1020756024568,324.94207471720085,1179
A00397,FAKE,41.13401104009795,-78.59904682616985,27831,339.55426300317197,230.09551967902775,-437
A01128,FAKE,39.64114058255598,-79.29545168235093,25586,187.11575432834167,26.344366979894414,3000
A01087,FAKE,39.98537774662149,-79.7940079885854,28163,487.76122404382386,348.2537069039097,1815
A00691,FAKE,40.586579122141416,-78.87994907858194,23953,163.39424345457934,341.6403177645314,1014
A00742,FAKE,39.48883635330219,-81.06206673219043,36509,291.36640498937624,91.23798383426976,-982
A00217,FAKE,40.164359718029814,-80.46451455772933,28858,440.6076629218824,62.68858939923334,-2745
A00385,FAKE,39.85162572063065,-80.29466416960673,34859,550.5923450210188,118.97066139746119,1133
A00058,FAKE,40.71672773215387,-80.11418887837193,25649,311.07549220327917,121.47218365598623,-259
A00412,FAKE,41.18232480970221,-79.42094983549258,35306,416.8814761526135,72.27675368223247,-1884
A00748,FAKE,40.79679589515833,-80.60175979764875,38708,228.11592475147293,271.4720437211385,-2127
A01140,FAKE,40.07042529735792,-79.60132723395715,27967,590.2515850092384,11.30892657664708,-2592
A01045,FAKE,39.782207158905344,-79.39719814720793,30613,596.7723514892912,125.98661618376687,-1268
A00532,FAKE,40.38437550181941,-80.88918340533482,23299,184.55218084614813,171.95517560950728,761
A00547,FAKE,40.752648429662194,-79.90742243368882,34033,299.9374235836386,217.7405828209564,-1007
A00048,FAKE,40.780342954286034,-79.36487119469155,21860,295.93227709289346,253.01283848947043,797
A01186,FAKE,40.10561550504519,-80.37391333886224,26664,412.78029239194035,260.76499605033644,-1569
A01143,FAKE,39.59942952606545,-80.27696843051389,37351,511.6486222174329,234.58947575941002,-2197
A00396,FAKE,40.67493776743555,-78.94514785696757,24577,382.2520042132886,234.9573502425356,459
A00405,FAKE,41.406428009409275,-78.9228464883468,38565,486.84954246642997,34.08871081599034,2624
A00830,FAKE,39.9606024697978,-79.53812542361024,36825,409.2747738067073,21.795580922903632,-1997
A00780,FAKE,40.50368169380544,-80.0739340872797,36352,549.5029754594837,307.99852718660645,-1796
A01112,FAKE,40.23808951304693,-80.2957094626792,37235,525.6888842927185,12.834155603982623,-1646
A00393,FAKE,41.14569071113965,-81.38183678841068,23412,173.48261556314213,156.60138618507156,2332
A00629,FAKE,40.31581799938324,-79.18023126975172,33041,255.93994147553164,29.923067441978553,1925
A00794,FAKE,39.57699684895493,-79.66232671306534,33179,462.50210949974684,347.75467064694686,104
A01015,FAKE,40.16662143792887,-80.55120355603263,40204,342.06921444521015,166.68973846928534,-982
A00603,FAKE,41.071502733222054,-78.37437979885027,28098,214.3250488687944,23.77780298667581,1599
A00584,FAKE,39.510636325752905,-80.64205967693037,30497,278.6106115600674,31.71304836300093,-1138
A00340,FAKE,39.83851958918769,-79.23198743599838,29441,472.42801974458524,250.79071715264882,-2669
A00166,FAKE,41.31225630292428,-79.40027222257608,21175,299.0019435585093,26.27097527579151,-45
A00284,FAKE,39.886152008983,-79.31027950219125,39711,519.2845371811908,187.59423884996673,270
A00061,FAKE,40.70840197121007,-80.41140886924285,33686,265.29160157497773,208.77461147436003,1334
A00059,FAKE,40.187520886880506,-80.44123620435221,32749,406.377929784781,293.7605246558537,-2274
A00855,FAKE,40.31871176772127,-79.51688984196637,39913,144.12742152109678,166.74253665979623,1079
A01086,FAKE,39.515171172322574,-80.22437081637015,27886,268.0063706388136,134.11543519447912,-1464
A00877,FAKE,39.184521598884,-80.44665402498508,30158,555.0742493867604,180.15771980961154,-872
A01107,FAKE,39.698500645065934,-81.4600702604305,29689,264.52039636637517,182.3130332963187,2384
A00601,FAKE,40.26307576178499,-80.89883360348962,31294,333.4958901852017,16.17830163426323,-1854
A00223,FAKE,40.83829687798788,-79.51221528696792,20839,353.3181171960445,177.44494630018474,1614
A00239,FAKE,41.67512425369098,-79.72889071352937,22682,396.0962771608555,238.73038054125635,2472
A00714,FAKE,39.701044431881854,-80.91761547708185,31943,497.8432933132327,265.42900703758653,2632
A00035,FAKE,41.509113001300925,-81.02376232151845,37122,311.5637936841973,274.0157965383225,1435
A00638,FAKE,39.507297380944216,-79.9938248070629,23879,533.5939289467746,348.94951191795263,-1306
A01181,FAKE,40.58867925117362,-79.89131551242724,34221,410.28513849923337,320.1550134317456,221
A00237,FAKE,40.05929567827545,-80.66110546014517,37645,233.44393238851876,311.5846207958117,-2559
A00368,FAKE,40.7939008094368,-80.31412947274892,38480,167.59074876402872,217.84163794213558,-2127
A00060,FAKE,40.16043588379478,-80.38834244766262,39992,271.27212599467316,261.7961346564005,417
A00322,FAKE,40.04267989674174,-79.83901405511126,40931,239.81366421404323,301.6825386696887,1314
A01099,FAKE,39.32719778279813,-80.25895190169,24171,490.26667832423414,193.7950979074388,-930
A00454,FAKE,41.207946054067826,-79.9274269768134,23661,373.18636567552204,69.99229448247327,-946
A00397,FAKE,41.44820449304177,-79.82380692889328,34153,299.6884632374244,299.02033852518355,1614
A01128,FAKE,39.5852139573074,-79.31886507881693,32739,335.0375429875454,314.24702185094134,2541
A01087,FAKE,40.38884428631841,-78.20921813748399,26494,118.8297617404325,97.81217292290489,2959
A00691,FAKE,40.365779979275075,-80.75357699884313,31822,308.2960851091856,349.90464286898526,1646
A00742,FAKE,39.27996716680501,-79.09337663738371,21610,249.437894090589,11.560421346762485,1221
A00217,FAKE,41.04190325539621,-79.70009406050379,22238,318.94603919593135,329.2962041701776,-2145
A00385,FAKE,41.49067645058155,-79.20443094113998,35516,288.0248409320767,8.891800725766739,733
A00058,FAKE,40.411764409673836,-79.4704537662473,22446,492.86842604346964,315.5712991784472,2986
A00412,FAKE,41.20695610364098,-78.72598797113868,23189,231.92141160442768,149.2773249407901,-1008
A00748,FAKE,39.81726476602041,-78.92708626687592,31677,308.4414046897461,114.66589977367256,-2710
A01140,FAKE,40.19753430428539,-80.8012691616022,24256,201.54362004790903,30.858305593829304,1556
A01045,FAKE,39.12035034767399,-79.40345554120813,30802,232.91519755855185,130.72436311352365,-793
A00532,FAKE,40.39675190605221,-81.20871318021894,20251,109.06773020095936,80.59863334009606,2085
A00547,FAKE,40.23286200577513,-80.06403197642146,39910,324.2046450452732,177.04069558302442,247
A00048,FAKE,41.66236267664324,-80.17619649248773,32208,146.0510107269138,144.22428131929306,-244
A01186,FAKE,39.587948721441784,-79.14322355841821,39349,505.2912306419887,94.94612044044135,1473
A01143,FAKE,40.172470427601155,-80.89292640219068,39495,439.9286687407001,89.98232730067323,-305
A00396,FAKE,40.55167955610428,-79.94555844340647,23861,546.9036228391922,96.13842690429605,-2804
A00405,FAKE,41.067977580372016,-80.21871881497907,35563,206.18148726246713,284.7067491868718,233
A00830,FAKE,40.0497099868683,-81.71132107958118,31209,224.54300815501392,2.493449698743722,-489
A00780,FAKE,40.530911944362366,-80.93933573590454,30429,169.45849424372696,258.46091334929315,-1971
A01112,FAKE,39.58628631553502,-79.83222365164974,25204,370.6414720158372,82.27532330172188,-36
A00393,FAKE,40.42629848471649,-81.07696532397703,40184,145.2833055911085,200.09610026795397,2337
A00629,FAKE,41.17134040182257,-78.82799053717534,37239,307.71147101214297,52.651366240658945,420
A00794,FAKE,40.037607971343405,-81.63876432967741,38731,352.1120021951971,162.42791950385742,2186
A01015,FAKE,39.8344861975937,-79.60995138175277,31169,429.3221892711227,311.0025855137685,-60
A00603,FAKE,40.31309862545601,-79.99765423797265,27139,308.92028404550274,246.43702448351564,-1590
A00584,FAKE,39.47759432418701,-79.281568355544,31995,115.32628334322006,83.87256276456239,-637
A00340,FAKE,40.516112585774415,-80.92467533962115,40848,532.2563889987389,57.49691785626239,-1439
A00166,FAKE,41.560488068552274,-79.94085670669293,27887,422.49478557936857,65.72909181820572,2676
A00284,FAKE,40.00658123172719,-79.69937566673619,30018,260.91339676590974,71.25113650591847,2772
A00061,FAKE,41.63714903390379,-80.72964252198004,29011,232.7786331351154,48.70702137903141,1828
A00059,FAKE,40.5064721152478,-79.06064175419137,32719,503.85633948050327,60.8567948288794,-1380
A00855,FAKE,39.63168600461752,-79.69938838139647,34783,271.76412733734537,281.73539111457507,-13
A01086,FAKE,39.759403595236215,-80.45451671597817,34614,392.60897781389616,244.80855982774156,-443
A00877,FAKE,39.3945565613551,-79.02124277329871,30208,391.3041772938192,227.71732215117143,-2661
A01107,FAKE,39.4187676601341,-81.02749655907053,34871,358.00098396332373,139.74552908480354,-187
A00601,FAKE,39.45443706616723,-78.93978019370974,22641,598.411652793905,113.38914454402148,-394
A00223,FAKE,41.12040370818633,-79.17832165087994,25310,239.52590138316617,164.6581514424268,-207
A00239,FAKE,41.20219172331181,-80.42413198202088,21169,462.054996804925,55.108450855694095,-11
A00714,FAKE,40.345950563772675,-78.56292080068684,21289,195.75473364614723,267.7040122615164,2202
A00035,FAKE,41.984508113854226,-79.76755849496541,34192,419.30614983373465,258.7037892713206,2802
A00638,FAKE,40.03856752205723,-80.71221203511335,27256,117.3388850355014,314.65930106210334,-34
A01181,FAKE,38.8757335598975,-79.74651764823001,31480,281.34864896503484,169.95318383204466,1532
A00237,FAKE,39.99945864092701,-80.87596205393419,23740,460.2115884306036,66.41859711976885,-520
A00368,FAKE,41.51542649547157,-79.37160327541072,38304,274.2415659658559,357.43775544101084,1775
A00060,FAKE,41.92916636433285,-80.9895816079814,27848,516.938988683961,278.9442395109481,2401
A00322,FAKE,40.032748597110775,-79.22101189892498,36829,359.7889994482304,237.2088649120753,-1479
A01099,FAKE,39.3785239292665,-81.82238093864237,24080,544.9076160432792,131.31560327802399,-740
A00454,FAKE,40.4017903264017,-78.58165526051629,24914,333.9310489508615,105.40075508408401,381
A00397,FAKE,40.38564649680096,-78.66929388184771,30083,592.4397292438812,71.22403183108328,-434
A01128,FAKE,39.44556350653616,-79.48979789230305,30695,593.1013964548879,118.03492882507184,-2057
A01087,FAKE,40.568158458304055,-80.35445155859871,34106,253.806154390616,195.41965603151112,-2845
A00691,FAKE,40.90590185130054,-79.31740025764512,22142,422.0482655983085,188.14666950157485,-1406
A00742,FAKE,39.23121214498612,-80.83895353145033,25711,224.81506159842831,245.44049269428874,2627
A00217,FAKE,40.95143602509756,-79.60645129429561,31046,570.6961976504876,31.114795231435853,2122
A00385,FAKE,41.52981415979904,-80.43642971797674,27202,168.40345234080218,74.82146494653776,-1274
A00058,FAKE,40.61620730727604,-80.18598369564177,36100,490.0934256672245,158.83467153031793,2094
A00412,FAKE,40.86570743977193,-80.11836876551939,39187,477.8606379378907,241.50884504154587,-538
A00748,FAKE,40.41528320385769,-79.65712681703403,27875,564.8798228223845,315.90712296963227,-1511
A01140,FAKE,39.04461294183241,-81.80078959571489,32910,281.7405622955208,203.87756009666464,1423
A01045,FAKE,40.380487667267516,-80.55455717914286,27186,446.4423772746764,242.19189448532933,-699
A00532,FAKE,39.82724204942377,-80.0101089543149,23521,110.2513758862549,231.2755089826405,1407
A00547,FAKE,40.45439621647403,-79.34424418384931,37685,195.1386190886834,31.43302741218366,1465
A00048,FAKE,41.92028906928766,-80.78930189874137,35109,251.2079749738557,74.26580358082904,-2579
A01186,FAKE,40.603795993107006,-80.1232136007267,23076,528.9049379907258,87.16887863918666,-1084
A01143,FAKE,39.374277812632194,-80.77585082319136,26620,451.27592939443633,245.30343436083848,1669
A00396,FAKE,40.90555179436524,-79.21061554027177,22739,514.2738770976054,257.09673656094543,-954
A00405,FAKE,40.90501576808502,-79.86820122913329,36294,380.83365072094244,65.52819216110326,-2763
A00830,FAKE,39.58886356659277,-81.43369136144113,29633,303.8731310255332,88.34870511921267,-1991
A00780,FAKE,40.77597278704163,-79.47159771686096,34632,172.3305554315179,164.00287074637896,-1243
A01112,FAKE,39.3831716749851,-80.18014810625763,26869,177.91005964702163,143.89701854836898,-2218
A00393,FAKE,41.280912611277,-81.37484922947505,37397,483.8412454969116,146.10970991670504,1923
A00629,FAKE,40.65050263329856,-79.88229386750862,33776,361.6432747521215,84.9898628054355,895
A00794,FAKE,40.26458189605848,-79.83727619067312,24590,430.23083021022944,97.9094537290264,1778
A01015,FAKE,40.0907170325643,-81.2034524396496,36366,411.66683613239303,37.39693286935304,1592
A00603,FAKE,39.94181010061732,-78.39105939629971,40560,324.34844818369726,351.59253417207134,2407
A00584,FAKE,40.35583415671969,-79.39341860128653,39670,306.18842873412666,149.86689666578317,133
A00340,FAKE,39.856007692700686,-80.13698903865885,28603,591.6524279802011,252.62304146052952,103
A00166,FAKE,40.137848879010335,-78.77394536984949,35538,355.4863637601792,262.2932710218286,-742
A00284,FAKE,41.595548006589325,-81.15755660413927,33056,291.1368700185061,187.58921136592596,2521
A00061,FAKE,40.61275895808995,-80.98998475466408,39660,237.41971119247043,280.98655109872595,-511
A00059,FAKE,40.75546428861341,-79.86967042410458,35602,223.18204844254265,38.937789232208324,1102
A00855,FAKE,40.53235815003896,-80.04571887003254,22314,471.0670857631177,66.50726671800084,2363
A01086,FAKE,40.633182381573924,-79.29739683935175,27472,480.77623133381803,282.18434765240374,-1263
A00877,FAKE,39.43676870574374,-79.78170875844772,25943,111.41854416834192,236.26010587994335,847
A01107,FAKE,40.47589279212001,-79.16514872463132,33198,591.6532532058271,48.048010544098005,2791
A00601,FAKE,40.18024543239118,-80.10288275673848,32875,144.7996561641238,285.26514247963,2964
A00223,FAKE,40.24260349177668,-78.75879209723297,22423,260.53120203002265,23.490154471471133,-2759
A00239,FAKE,40.56844605656142,-79.72343572336442,22198,154.92440723881185,83.99893760431246,-1464
A00714,FAKE,39.38692911954873,-78.76714797260989,23343,486.7729274567868,210.449173559222,-2481
A00035,FAKE,40.32987609549069,-79.21113760181433,21368,265.2268021464646,33.61480832373604,-340
A00638,FAKE,40.28754718317724,-80.23744719900904,29115,333.33061299006727,204.47146888049826,1766
A01181,FAKE,40.534534587818925,-79.51615326002859,21728,576.2399829763536,322.55932752031725,-1601
A00237,FAKE,40.849686307217496,-80.59690281302625,35726,384.6647725979763,152.84176179138169,2310
A00368,FAKE,41.03210474686834,-79.79675494119182,32326,219.37399231720264,305.51288806628753,149
A00060,FAKE,40.54900105173624,-81.35058242009485,26460,562.8239578253264,65.90269873994052,-2414
A00322,FAKE,40.504975358778886,-78.91024617271948,33882,404.76947812489635,121.85914419620343,-2277
A01099,FAKE,39.33046264609798,-80.40776323088406,25586,122.5033896969335,191.43318093234438,-2582
A00454,FAKE,40.54714551910424,-79.60233178187475,24846,332.2788724412496,43.44191388901124,-2933
A00397,FAKE,40.103690479023314,-79.49262731637842,20130,368.80418573633295,282.8100054926269,-2259
A01128,FAKE,38.92940487749396,-78.94006839266594,40321,371.8698503567567,114.46601134737897,92
A01087,FAKE,38.91352556395836,-79.63445782565127,39687,545.5928856680775,300.87629512310787,1950
A00691,FAKE,39.329576786745314,-79.13673667248256,40384,406.4416274713241,203.67069482699708,-382
A00742,FAKE,39.23564134918915,-80.47985634537918,31804,441.3765830156393,200.27996111036276,-714
A00217,FAKE,41.008689356890464,-78.79310370731667,22066,145.47985386870852,327.6468608946894,229
A00385,FAKE,41.43201049482652,-80.32075246457902,21744,572.2874197386998,32.45342328238139,1402
A00058,FAKE,41.63366579386122,-80.8053709450974,34156,327.0496531690983,37.10700193206073,-2772
A00412,FAKE,40.003596565770884,-80.52762036904542,31566,160.21163107652995,262.5601187910042,-1750
A00748,FAKE,40.45913586152029,-79.87456012051076,30482,545.8320594371207,180.29059600308327,-620
A01140,FAKE,40.29191995606963,-80.10823297662576,20461,331.8867259082176,63.05225333667541,-2782
A01045,FAKE,39.01516740244208,-79.77893602234317,25307,422.3452664201469,2.561549682696459,141
A00532,FAKE,41.26773263200837,-79.75193613263873,28633,508.2901933228041,189.23257670788772,-1560
A00547,FAKE,40.733996747833515,-80.51030551183973,32048,515.8144672550402,72.03500510173409,-2642
A00048,FAKE,41.04889612880846,-80.88563380335384,27064,333.08325712406406,139.91787296027752,2700
A01186,FAKE,39.18856695032453,-80.67181780891123,39103,203.45282880131435,244.97781488818106,-157
A01143,FAKE,39.754743696216735,-80.66874342643511,23282,477.71981295075403,37.339865201846926,2265
A00396,FAKE,39.75781001445128,-79.429825458838,33110,133.3964461116129,223.41041141731597,-151
A00405,FAKE,40.61851098798043,-80.88398258379252,37106,265.7248601363897,190.90373118281548,-1678
A00830,FAKE,40.26790402721028,-81.29127845638668,25177,450.8063815982189,223.11714463401532,1614
A00780,FAKE,40.14180185174698,-79.54654657256103,35097,364.19688095830577,308.4236383008528,-981
A01112,FAKE,40.201285293870825,-81.2167074249707,29041,500.8885062908381,326.75860889946915,-2113
A00393,FAKE,40.13046651195946,-80.31300132330804,24163,558.7520567104964,210.9710867227972,1227
A00629,FAKE,39.387003879980725,-78.77015576258717,33216,596.7219861760447,191.00496064376003,-1000
A00794,FAKE,40.373472266610094,-80.02046883116708,27478,394.3637042973413,337.14837486798785,1909
A01015,FAKE,39.079861145062424,-79.93034843051079,24976,235.65774234425825,240.58333432697813,-258
A00603,FAKE,40.73519207618529,-78.88000763655553,38742,592.2569423929681,91.35385775574697,1484
A00584,FAKE,40.93260139752246,-78.93847263511792,33082,230.9810706237815,50.05955717312055,1757
A00340,FAKE,41.46424260336204,-79.28402706229308,32803,545.6966112425727,58.31399627618293,2843
A00166,FAKE,40.423302184871105,-79.26788413538247,40191,318.0252515873102,109.08330430767506,-1638
A00284,FAKE,41.46652007958268,-79.79487896032103,22559,555.3507532964992,72.47817773724528,-2846
A00061,FAKE,41.0369215149847,-80.0420197747131,39829,244.75636848966715,321.40847813778714,-2438
A00059,FAKE,40.57506069223368,-80.21344541058194,32019,108.9212331222866,327.9024189594189,2553
A00855,FAKE,40.32284803397949,-80.2411070651847,39660,262.09773208949053,106.36886512307939,-1038
A01086,FAKE,40.283192938625156,-79.75161433082798,27785,365.51603170810677,136.03756942190506,1719
A00877,FAKE,40.30338348626975,-81.17330317498407,27098,361.66088638988566,236.39958301203364,-58
A01107,FAKE,39.45121061307872,-81.34350584719809,37160,468.8456445479656,311.28991344957035,1225
A00601,FAKE,41.112330706148676,-80.30787397938327,26401,557.9817742428479,80.17606187225049,-856
A00223,FAKE,40.20809064010445,-79.07713794535204,35377,454.4775301002523,251.38762410885758,-492
A00239,FAKE,41.55198000946504,-79.82388639144177,21791,467.6981929074813,323.3254255562348,-62
A00714,FAKE,40.29449256009849,-80.45584154901863,36517,537.0942694073971,89.5763150834536,-1629
A00035,FAKE,41.41994187308843,-79.40775029687995,28238,516.2364483563185,336.25015508588586,-1454
A00638,FAKE,40.05616777397382,-80.31229264310387,23562,191.06494385768454,189.26937233058146,1184
A01181,FAKE,39.013844807182686,-81.08787104688612,35775,295.40900888549356,75.608333705314,-1042
A00237,FAKE,41.37332173025258,-80.7217092440918,36297,563.9874692927951,302.55509931372615,2095
A00368,FAKE,40.372646925871315,-80.95658014736475,26443,337.6266131512566,42.30451919609714,2709
A00060,FAKE,41.119254065044935,-81.06930636002511,34030,427.6653713894842,336.27258105783744,-2016
A00322,FAKE,41.56459100900985,-78.65068320712335,35789,189.77365657680426,125.30163959313843,-2745
A01099,FAKE,40.62283341504605,-79.68793300943754,26390,228.00559796901246,181.52890778870892,1568
A00454,FAKE,41.15203842085568,-79.11201806100348,22901,373.4663383974989,320.8030268115045,-1285
A00397,FAKE,40.829764177838214,-79.20727224609415,24974,333.3136405262994,9.018668354959807,1801
A01128,FAKE,39.5585839590837,-79.71098448194275,34838,411.2252757579257,350.0596394438049,2668
A01087,FAKE,40.23768797580734,-78.97223580098294,25427,126.118039995021,80.71373055618237,-2883
A00691,FAKE,40.359220738082065,-80.21148669970019,34253,298.75352426323184,34.30111453834781,1935
A00742,FAKE,39.343244828092104,-80.86918380420646,21571,315.4824661390261,158.59355749275832,-2841
A00217,FAKE,40.30039607690619,-79.60778889636119,40477,599.2111400866366,103.33381771368049,1619
A00385,FAKE,40.78040982928086,-79.81604927635469,31202,344.582657078514,156.24295430848343,-1039
A00058,FAKE,41.444537135471485,-79.58722227839083,35744,426.85312060115956,21.993298973506157,2528
A00412,FAKE,39.85313640024889,-79.5967117117215,23878,458.892952666738,208.40081364868453,1635
A00748,FAKE,40.53780669186612,-78.83760161305602,20669,401.2275516357196,251.55933991541988,779
A01140,FAKE,38.822690385795156,-80.04899288704475,35654,271.7578093472656,292.2147725740282,1603
A01045,FAKE,39.958987394568865,-80.23262082322849,40770,429.5840976703239,192.34720424480625,507
A00532,FAKE,39.805952499071914,-81.06819984175802,34377,332.65167313301725,41.86734075214569,5
A00547,FAKE,39.97162942131386,-79.0027991820052,21274,527.9750992713309,220.8831473214794,559
A00048,FAKE,40.45157277229673,-80.3983079063579,20720,170.36449802819578,165.2140791364322,-1275
A01186,FAKE,39.211797145142384,-80.52704047319362,32690,100.53134855196136,317.5095807293374,-464
A01143,FAKE,38.91654928515371,-79.63050781319436,37894,492.9669505276718,148.7644931150451,19
A00396,FAKE,40.62929026300324,-79.37095491189159,35317,114.85851462775372,181.66554387226878,1263
A00405,FAKE,40.95094510357285,-80.01471953534524,34785,570.3886338778673,225.73785068989483,-1259
A00830,FAKE,39.72632630444452,-80.99483893354204,25141,427.26103317823174,112.57090800531986,975
A00780,FAKE,40.70104747431184,-80.36850403478087,31168,220.4845944445712,15.941162312277328,-868
A01112,FAKE,39.61442556708287,-80.72143516648387,39724,484.12951257483724,286.51352039186577,2683
A00393,FAKE,39.79982445751293,-79.08896342359989,25537,155.0540668612961,295.09681137028747,-938
A00629,FAKE,40.658304141984026,-78.60495529432205,31897,118.69385885449375,304.8327820036493,1271
A00794,FAKE,39.200390854828605,-80.72016958815645,28751,408.51982769089625,242.2946680966315,1969
A01015,FAKE,40.11556991992095,-80.73124084779786,23114,351.3560661104655,37.05427842529751,1712
A00603,FAKE,39.51783557137427,-79.5623689248176,40350,503.6219400518631,119.81852631441663,-1160
A00584,FAKE,40.26930475227262,-79.96193495265739,28305,583.5993178958472,178.29209304871614,-1672
A00340,FAKE,39.99545047002054,-80.22261569885022,37151,454.101910420192,238.74374190248966,397
A00166,FAKE,41.17521712436774,-79.44304041121683,29525,296.62214999063605,270.32494446251127,-1665
A00284,FAKE,41.3293984431042,-79.83530498493471,28480,576.8848220967488,301.8208606367444,1974
A00061,FAKE,40.354450236803615,-81.1298431383371,30404,129.63490213333293,167.45846503535782,771
A00059,FAKE,41.49806983648665,-78.7203610136169,40429,330.99775548172533,358.09318687861366,-2397
A00855,FAKE,39.787647104612105,-79.29968616964143,30070,313.90108901364476,18.713284198655977,750
A01086,FAKE,39.97992442439906,-78.67419258642019,28017,378.0733460412238,256.5074061148223,-108
A00877,FAKE,38.99809337201276,-80.56803437650484,25530,180.44664207495728,43.56140974469072,2392
